content,target,target_names
" In article <93289@hydra.gatech.EDU> gtd597a@prism.gatech.EDU (Hrivnak)> >	Here are the results after three days of voting. Remember 3pts for  >1st, 2 for 2nd, and 1 for 3rd. Also, you can still turn in votes! And.. if >the guy isnt a regular goalie or he is retired, please include the team!  >Thanks for your time, and keep on sending in those votes!  > Glenn Healy (NYI), Tommy Soderstron (???), Ray LeBlanc (USA).                      ^^^^^^^^^^^^^^^^^^^^^^  Soderstrom plays with Philly, but he doesnt have a moulded mask. Hes got the helmet and cage variety, in white.  Or at least thats what he wore thirteen hours ago.  --  Valerie Hammerl			""Some days I have to remind him hes not  hammerl@acsu.buffalo.edu	Mario Lemieux.""  Herb Brooks on Claude acscvjh@ubms.cc.buffalo.edu	Lemieux, top scorer for the Devils, but  v085pwwpz@ubvms.cc.buffalo.edu  known for taking dumb penalties. ",0,rec.sport.hockey
" In article 9610@charon.cwi.nl, huub@cwi.nl (Huub Bakker)..deleted...  In plain Motify using a dialog in-line like this simply isnt done. You need to set callbacks from the buttons/widgets in your dialog and let the callback routines do the work. In the callbacks you can then carry on the flow of logic.   XView from Sun actually supports this very neatly with a Notify box, which can return a status in-line, it does actualy ease coding but goes against the event driven style of an application.  ---     _/       _/  _/ _/     ""Delta hedging a long option position also    _/           _/ _/	    generates a short gamma exposure and any return   _/_/_/_/ _/  _/ _/	    generated from delta hedging options can be thought  _/    _/ _/  _/ _/	    of as compensation for assuming gamma risk"" _/_/_/_/ _/  _/ _/	    -- Radioactive investment management... whew! ",2,comp.windows.x
" In <lrw509f@rpi.edu> wangr@vccsouth22.its.rpi.edu ( Rex Wang ) >I might not be great in Math, but tell me how can two teams ahve the same points >with different record??? Man...retard!!!!!! Cant believe people actually put >win as first in a tie breaker......  Well I dont see any smileys here.  I am trying to figure out if the poster is a dog or a wordprocessor.  Couldnt be neither.  Both are smarter than this.  ""I might not be great in Math""   --   cordially, as always,                      maynard@ramsey.cs.laurentian.ca                                             ""So many morons... rm                                                   ...and so little time.""  ",0,rec.sport.hockey
"  	Hi. Im trying to figure out how to make a window manager place the window where the create window command tells it, regardless of what it may think is right. (my application has reason to know better)  	I dont want to set the override-redirect because I do want all the embellishments that the window manager gives, I just want the wm to accept my choice of location.  	Ive tried twm, tvtwm and mwm and they are all uncooperative.  	Thanks, 	-- Ethan   ",2,comp.windows.x
" In article <C5ros0.uy@zoo.toronto.edu>, henry@zoo.toronto.edu (Henry Spencer)|> [Plutos] atmosphere will start to freeze out around 2010, and after about |> 2005 increasing areas of both Pluto and Charon will be in permanent |> shadow that will make imaging and geochemical mapping impossible.  Where does the shadow come from?  Theres nothing close enough to block sunlight from hitting them.  I wouldnt expect there to be anything block our view of them either.  What am I missing?  	Jim ",1,sci.space
" In article <1r6rn3INNn96@mojo.eng.umd.edu> sysmgr@king.eng.umd.edu>Youd need to launch HLVs to send up large amounts of stuff.  Do you know  >of a private Titan pad?   Youd need to launch HLVs to send up large amounts of stuff *if* you assume no new launcher development.  If you assume new launcher development, with lower costs as a specific objective, then you probably dont want to build something HLV-sized anyway.  Nobody who is interested in launching things cheaply will buy Titans.  It doesnt take many Titan pricetags to pay for a laser launcher or a large gas gun or a development program for a Big Dumb Booster, all of which would have far better cost-effectiveness. ",1,sci.space
" In article <C5tEIK.7z9@zoo.toronto.edu>, henry@zoo.toronto.edu (Henry Spencer) >Apollo was done the hard way, in a big hurry, from a very limited >technology base... and on government contracts.  Just doing it privately, >rather than as a government project, cuts costs by a factor of several.  So how much would it cost as a private venture, assuming you could talk the U.S. government into leasing you a couple of pads in Florida?         Software engineering? Thats like military intelligence, isnt it?   -- >                  SYSMGR@CADLAB.ENG.UMD.EDU                        < -- ",1,sci.space
"  	Tonigth a TV journal here in Brasil announced that an object, beyond Plutos orbit, was found by an observatory at Hawaii. They named the object Karla.  	The program said the object wasnt a gaseous giant planet, and should be composed by rocks and ices.  	Can someone confirm these information? Could this object be a new planet or a Kuiper object?  	Thanks in advance.  	Francisco.  -----------------------=====================================----the stars,---- |    ._,               | Francisco da Fonseca Rodrigues    |       o   o     | |  ,_| |._/\           |                                   |     o         o | |  |       |o/^^~-._   | COTUCA-Colegio Tecnico da UNICAMP |   o             | |/-    BRASIL      | ~|                                   |  o      o o     | |\__/|_            /  | Depto de Processamento de Dados   |  o    o  o  o   | |      \__  Cps   | .  |                                   |   o  o  o    o  | |        |   * __/    | InterNet : chico@ccsun.unicamp.br |     o o      o  | |        >   /        |            cotuca@ccvax.unicamp.br|             o   | |      /   /         | Fone/Fax : 55-0192-32-9519        | o         o     | |     ~~^\/           | Campinas - SP - Brasil            |    o   o        | -----------------------=====================================----like dust.----  ",1,sci.space
" SPACE SHUTTLE ANSWERS, LAUNCH SCHEDULES, TV COVERAGE      SHUTTLE LAUNCHINGS AND LANDINGS; SCHEDULES AND HOW TO SEE THEM      Shuttle operations are discussed in the Usenet group sci.space.shuttle,     and Ken Hollis (gandalf@pro-electric.cts.com) posts a compressed version     of the shuttle manifest (launch dates and other information)     periodically there. The manifest is also available from the Ames SPACE     archive in SPACE/FAQ/manifest. The portion of his manifest formerly     included in this FAQ has been removed; please refer to his posting or     the archived copy. For the most up to date information on upcoming     missions, call (407) 867-INFO (867-4636) at Kennedy Space Center.      Official NASA shuttle status reports are posted to sci.space.news     frequently.       WHY DOES THE SHUTTLE ROLL JUST AFTER LIFTOFF?      The following answer and translation are provided by Ken Jenks     (kjenks@gothamcity.jsc.nasa.gov).      The ""Ascent Guidance and Flight Control Training Manual,"" ASC G&C 2102, 	""During the vertical rise phase, the launch pad attitude is 	commanded until an I-loaded V(rel) sufficient to assure launch tower 	clearance is achieved. Then, the tilt maneuver (roll program) 	orients the vehicle to a heads down attitude required to generate a 	negative q-alpha, which in turn alleviates structural loading. Other 	advantages with this attitude are performance gain, decreased abort 	maneuver complexity, improved S-band look angles, and crew view of 	the horizon. The tilt maneuver is also required to start gaining 	downrange velocity to achieve the main engine cutoff (MECO) target 	in second stage.""      This really is a good answer, but its couched in NASA jargon. Ill try     to interpret.      1)	We wait until the Shuttle clears the tower before rolling.      2)	Then, we roll the Shuttle around so that the angle of attack 	between the wind caused by passage through the atmosphere (the 	""relative wind"") and the chord of the wings (the imaginary line 	between the leading edge and the trailing edge) is a slightly 	negative angle (""a negative q-alpha"").	This causes a little bit of 	""downward"" force (toward the belly of the Orbiter, or the +Z 	direction) and this force ""alleviates structural loading."" 	We have to be careful about those wings -- theyre about the 	most ""delicate"" part of the vehicle.      3)	The new attitude (after the roll) also allows us to carry more 	mass to orbit, or to achieve a higher orbit with the same mass, or 	to change the orbit to a higher or lower inclination than would be 	the case if we didnt roll (""performance gain"").      4)	The new attitude allows the crew to fly a less complicated 	flight path if they had to execute one of the more dangerous abort 	maneuvers, the Return To Launch Site (""decreased abort maneuver 	complexity"").      5)	The new attitude improves the ability for ground-based radio 	antennae to have a good line-of-sight signal with the S-band radio 	antennae on the Orbiter (""improved S-band look angles"").      6)	The new attitude allows the crew to see the horizon, which is a 	helpful (but not mandatory) part of piloting any flying machine.      7)	The new attitude orients the Shuttle so that the body is 	more nearly parallel with the ground, and the nose to the east 	(usually).  This allows the thrust from the engines to add velocity 	in the correct direction to eventually achieve orbit.	velocity is a vector quantity made of both speed and direction. 	The Shuttle has to have a large horizontal component to its 	velocity and a very small vertical component to attain orbit.      This all begs the question, ""Why isnt the launch pad oriented to give     this nice attitude to begin with?  Why does the Shuttle need to roll to     achieve that attitude?""  The answer is that the pads were leftovers     from the Apollo days.  The Shuttle straddles two flame trenches -- one     for the Solid Rocket Motor exhaust, one for the Space Shuttle Main     Engine exhaust.  (You can see the effects of this on any daytime     launch.  The SRM exhaust is dirty gray garbage, and the SSME exhaust is     fluffy white steam.  Watch for the difference between the ""top""     [Orbiter side] and the ""bottom"" [External Tank side] of the stack.) The     access tower and other support and service structure are all oriented     basically the same way they were for the Saturn Vs.  (A side    Saturn Vs also had a roll program.  Dont ask me why -- Im a Shuttle     guy.)      I checked with a buddy in Ascent Dynamics.	He added that the ""roll     maneuver"" is really a maneuver in all three    The roll component of that maneuver is performed for the reasons     stated.  The pitch component controls loading on the wings by keeping     the angle of attack (q-alpha) within a tight tolerance.  The yaw     component is used to determine the orbital inclination.  The total     maneuver is really expressed as a ""quaternion,"" a grad-level-math     concept for combining all three rotation matrices in one four-element     array.       HOW TO RECEIVE THE NASA TV CHANNEL, NASA SELECT      NASA SELECT is broadcast by satellite. If you have access to a satellite     dish, you can find SELECT on Satcom F2R, Transponder 13, C-Band, 72     degrees West Longitude, Audio 6.8, Frequency 3960 MHz. F2R is stationed     over the Atlantic, and is increasingly difficult to receive from     California and points west. During events of special interest (e.g.     shuttle missions), SELECT is sometimes broadcast on a second satellite     for these viewers.      If you cant get a satellite feed, some cable operators carry SELECT.     Its worth asking if yours doesnt.      The SELECT schedule is found in the NASA Headline News which is     frequently posted to sci.space.news. Generally it carries press     conferences, briefings by NASA officials, and live coverage of shuttle     missions and planetary encounters. SELECT has recently begun carrying     much more secondary material (associated with SPACELINK) when missions     are not being covered.       AMATEUR RADIO FREQUENCIES FOR SHUTTLE MISSIONS      The following are believed to rebroadcast space shuttle mission 	W6FXN  - Los Angeles 	K6MF   - Ames Research Center, Mountain View, California 	WA3NAN - Goddard Space Flight Center (GSFC), Greenbelt, Maryland. 	W5RRR  - Johnson Space Center (JSC), Houston, Texas 	W6VIO  - Jet Propulsion Laboratory (JPL), Pasadena, California. 	W1AW Voice Bulletins  	Station    VHF	   10m	   15m	   20m	  40m	 80m 	------	 ------  ------  ------  ------  -----	----- 	W6FXN	 145.46 	K6MF	 145.585			 7.165	3.840 	WA3NAN	 147.45  28.650  21.395  14.295  7.185	3.860 	W5RRR	 146.64  28.400  21.350  14.280  7.227	3.850 	W6VIO	 224.04		 21.340  14.270 	W6VIO	 224.04		 21.280  14.282  7.165	3.840 	W1AW		 28.590  21.390  14.290  7.290	3.990      W5RRR transmits mission audio on 146.64, a special event station on the     other frequencies supplying Keplerian Elements and mission information.      W1AW also transmits on 147.555, 18.160. No mission audio but they     transmit voice bulletins at 0245 and 0545 UTC.      Frequencies in the 10-20m bands require USB and frequencies in the 40     and 80m bands LSB. Use FM for the VHF frequencies.      [This item was most recently updated courtesy of Gary Morris     (g@telesoft.com, KK6YB, N5QWC)]       SOLID ROCKET BOOSTER FUEL COMPOSITION    Booster Systems, NASA Document JSC-12770      Propellant Composition (percent)      Ammonium perchlorate (oxidizer)			69.6     Aluminum						16     Iron Oxide (burn rate catalyst)			0.4     Polybutadiene-acrilic acid-acrylonitrile (a rubber) 12.04     Epoxy curing agent					1.96      End reference",1,sci.space
" In article <Rs2J2B8w164w@cellar.org>, darling@cellar.org (Thomas Darling)> jmd@cbnewsm.cb.att.com (joseph.m.dakes)>  >> In article <1ppdccINNbe1@dev-null.phys.psu.edu>, stimpy@dev-null.phys.psu.edu >> > In article <C4wxnF.Bx1@constellation.ecn.uoknor.edu> mfoster@alliant.backbo >> > >I prefer the Miami Colons myself.>> >  >> > Would Kevin Dineen play for the Miami Colons??? >>  >> As a Flyers fan, I resent you making Kevin Dineen the butt of your >>>  > Aw, just take a moment to digest it and Im sure youll see the humour... >  > ^~^~^~^~^~^~^~^~^\\\^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^~^ > Thomas A. Darling \\\ The Cellar BBS & Public Access> darling@cellar.org \\\> v~v~v~v~v~v~v~v~v~v~\\\~v~v~v~v~v~v~v~v~v~v~v~v~v~v~v~v~v~v~v~v~v~v~v~v~v   If anybody is having problems following the thread be sure to ask the origonal poster to rectify your misunderstanding.  KOZ LETS GO CAPS!!! ",0,rec.sport.hockey
" In article <ofnmaO_00iV1A6kYd2@andrew.cmu.edu> Young-Soo Che <yc25+@andrew.cmu.edu>>All these people who send in their polls should take a closer look at >NJD, they are a very deep team, with two very capable goalies, and >excellent forwards and defensemen.  Shooter in Richer, an all around do >it all in Todd, chef Stasny-master of a thousand dishes, power play  Kevin Todd is an Oiler and has been one for months. How closely do you follow the Devils, anyway? Jeez....  								Alan ",0,rec.sport.hockey
"  Hi folks Thanks to the ones that replied, however, my problem turned out to be very simple.  In my .Xresources I had a space after XTerm*Removing this and xrdb fixed my problem.  Also, same symptom, was that some of my users did not have the proper capitals for XTerm*font.  Thanks again  Bob  ",2,comp.windows.x
" In article <1993Apr20.204335.157595@zeus.calpoly.edu>, jgreen@trumpet.calpoly.edu (James Thomas Green) writes... >Why do spacecraft have to be shut off after funding cuts.  For >example, Why couldnt Magellan just be told to go into a ""safe"" >mode and stay bobbing about Venus in a low-power-use mode and if >maybe in a few years if funding gets restored after the economy >gets better (hopefully), it could be turned on again.    It can be, but the problem is a political one, not a technical one.       ___    _____     ___     /_ /|  /____/ \  /_ /|     Ron Baalke         | baalke@kelvin.jpl.nasa.gov     | | | |  __ \ /| | | |     Jet Propulsion Lab |  ___| | | | |__) |/  | | |__   M/S 525-3684 Telos | The aweto from New Zealand /___| | | |  ___/    | |/__ /| Pasadena, CA 91109 | is part caterpillar and |_____|/  |_|/       |_____|/                     | part vegetable.  ",1,sci.space
" In article <1993Apr14.165617.3215@cbnewsm.cb.att.com>, jmd@cbnewsm.cb.att.com (joseph.m.dakes)> In article <1993Apr13.144030.28994@cbnewsh.cb.att.com>, seth@cbnewsh.cb.att.com (peter.r.clark..jr)>  > >So Roussel was giving up almost another goal a game while facing a proportional > >number of shots for the number of minutes he played, and while I havet > >actually checked I believe that he faced a lower quality of opponent. >  > Make that less than half a goal a game.  The lower quality of opponet > argument is immaterial as neither Roussel nor Soderstrom had any say in > the matter.  That was Dineens decision.  So in other words, if Roussel shuts out the Sharks and Soderstrom shuts out the Penguins, thats immaterial because it was the coaches decision? Come on, Joe, think about what youre saying! Who they played is VERY significant. Why they played them is whats irrelevent. A low GAA against good teams is better than a low GAA against bad teams in the context of comparing two goaltenders. A low GAA is better then a higher GAA. A low GAA against good teams is much, much better than a higher GAA against bad teams in the context of comparing two goaltenders.  > > The fact of the matter is that, despite last nights shutout, he doesnt > > have what it takes. Last night was due to an inept Ranger team much more > > than Roussels skill. A 3 on 1 and they dont get a shot away? A 2 on none > > and one guy just passes and stops, the other guy shoots into Roussels pad? >  > Cmon, Pete?  So the Rangers were inept.  A shutout is a shutout.  During > both of Soderstroms masterpieces against Toronto, Mike Emerich was quoted > as saying he didnt think the Leafs had much offensive firepower past their > first line.  Does that make Soderstroms shutouts less impressive because of > Torontos lack of offense?  YES IT DOES! Absolutely. **In the context of comparing two goaltenders**. Of course, at the end of the season 2 points is 2 points no matter how you get them. And on the score sheets shutouts are shutouts. But if youre a coach deciding between two goalies, or a GM looking to make a trade, you have got to look deeper than the stat sheets. I didnt see the second Toronto game, but the first one was a defensive masterpiece. There was nothing in that game to judge Tommy Soderstrom on because he wasnt tested. The same for Roussel in the Ranger game. Two real scoring chances, one he made a great play, the other he was saved by a mistake from the other player. If you were judging Roussel on that game alone, you have very little to go by.  But if you were to look at the 0-0 tie against the Habs, you saw a goalie stand on his head to get that shutout. THAT was a #1 goalie in action. Roussel doesnt have a game like that in him.  > Well if you look back to November when Roussel was the #1 goalie (Soderstrom > was being treated for his heart ailment).  The Flyers finished November at > 6-3-1 and were 9-10-4 overall.  And theres no way of knowing where the Flyers > would have finished if Soderstom wasnt wearing the oragne n black.  Im glad > we dont have to find out anytime soon either because he is one hell of a > player.  I would take him over Roussel right now, but I still think Dom has > what it takes to be the #1 guy.  He outperformed Hextall enough during the > 91-92 season to make Flyers management think that way too.  Dont be so sure of that. FLYERS management never says bad thing about Roussel, but they dont say too much on the good side either. Ive seen at least two interviews where every time Farwell was asked how happy he was to have two good goaltenders, it was Tommy this, Tommy that, and oh, yeah, Dom has played well too.  > By the way, what was the final card on Monday night?  Team picture by any > chance?  FLYERS in the NHL Hall of Fame. Kinda dull, really. They handed out a team picture to everybody who walked in from Pizza Hut, but it was the same picture they sold in the programs in mid-season. Had names like Benning, Kasper...  > And how did the Flyers choose the fans who received ""the shirts off our > backs?""  Winning Recchis jersey after breaking the clubs single season > point record would have been nice.  But knowing your luck you would have > won Roussel Mostly random seat locations, some were given out by having certain autographs on the team photos. I dont like that method since Ive seen guards help out people get things like Lindros pictures, surely if they got their hands on an autographed picture theyd hold em for their buddies.  pete clark ",0,rec.sport.hockey
" In <1993Apr2.150038.2521@cs.rochester.edu> dietz@cs.rochester.edu (Paul Dietz) >In article <1993Apr1.204657.29451@mksol.dseg.ti.com> mccall@mksol.dseg.ti.com (fred j mccall 575-3539) >>>This system would produce enough energy to drive the accelerator, >>>perhaps with some left over.  A very high power (100s of MW CW or >>>quasi CW), very sharp proton beam would be required, but this appears >>>achievable using a linear accelerator.  The biggest question mark >>>would be the lead target chemistry and the on-line processing of all >>>the elements being incinerated. >> >>Paul, quite frankly Ill believe that this is really going to work on >>the typical trash one needs to process when I see them put a couple >>tons in one end and get (relatively) clean material out the other end, >>plus be able to run it off its own residual power.  Sounds almost like >>perpetual motion, doesnt it?  >Fred, the honest thing to do would be to admit your criticism on >scientific grounds was invalid, rather than pretend you were actually >talking about engineering feasibility.  Given you postings, I cant >say I am surprised, though.  Well, pardon me for trying to continue the discussion rather than just tugging my forelock in dismay at having not considered actually trying to recover the energy from this process (which is at least trying to go the right way on the energy curve).  Now, where *did* I put those sackcloth and ashes?  [I was not and am not pretending anything; I am *so* pleased you are not surprised, though.]  >No, it is nothing like perpetual motion.    Note that I didnt say it was perpetual motion, or even that it sounded like perpetual motion; the phrase was ""sounds almost like perpetual motion"", which I, at least, consider a somewhat different propposition than the one you elect to criticize.  Perhaps I should beg your pardon for being *too* precise in my use of language?  >The physics is well >understood; the energy comes from fission of actinides in subcritical >assemblies.  Folks have talked about spallation reactors since the >1950s.  Pulsed spallation neutron sources are in use today as research >tools.  Accelerator design has been improving, particularly with >superconducting accelerating cavities, which helps feasibility.  Los >Alamos has expertise in high current accelerators (LAMPF), so I >believe they know what they are talking about.  I will believe that this process comes even close to approaching technological and economic feasibility (given the mixed nature of the trash that will have to be run through it as opposed to the costs of separating things first and having a different run for each actinide) when I see them dump a few tons in one end and pull (relatively) clean material out the other.  Once the costs, technological risks, etc., are taken into account I still class this one with the idea of throwing waste into the sun.  Sure, its possible and the physics are well understood, but is it really a reasonable approach?   And I still wonder at what sort of burning rate you could get with something like this, as opposed to what kind of energy you would really recover as opposed to what it would cost to build and power with and without the energy recovery.  Are we talking ounces, pounds, or tons (grams, kilograms, or metric tons, for you SI fans) of material and are we talking days, weeks, months, or years (days, weeks, months or years, for you SI fans -- hmmm, still using a non-decimated time scale, I see  ;-))?  >The real reason why accelerator breeders or incinerators are not being >built is that there isnt any reason to do so.  Natural uranium is >still too cheap, and geological disposal of actinides looks >technically reasonable.  --  ""Insisting on perfect safety is for people who dont have the balls to live  in the real world.""   -- Mary Shafer, NASA Ames Dryden ------------------------------------------------------------------------------ Fred.McCall@dseg.ti.com - I dont speak for others and they dont speak for me. ",1,sci.space
